RAW Title,Vendor,URL,RAW Price,Description,feature,currency,Variant 1 Name,Image 1 URL,Image 1 alt text,Image 2 URL,Image 2 alt text,Image 3 URL,Image 3 alt text,Image 4 URL,Image 4 alt text,Image 5 URL,Image 5 alt text,Image 6 URL,Image 6 alt text,Image 7 URL,Image 7 alt text,Image 8 URL,Image 8 alt text,Image 9 URL,Image 9 alt text,Image 10 URL,Image 10 alt text,Variant 2 Name,Image 2 url,Variant 3 Name,Image 3 url,Variant 4 Name,Image 4 url,Variant 5 Name,Image 5 url,Variant 6 Name,Image 6 url,Variant 7 Name,Image 7 url,Variant 8 Name,Image 8 url,Variant 9 Name,Image 9 url,Variant 10 Name,Image 10 url,Variant 11 Name,Image 11 url,Image 11 alt text,Variant 12 Name,Image 12 url,Image 12 alt text
Hilo Weekend Bag,Rains,https://www.rains.com//collections/bags/products/weekend-bag,80.0," Hilo Weekend Bag is Rains’ take on the essential overnight bag – one of three available sizes.    Hilo Weekend Bag is a clean and contemporary travel-favorite, balancing Rains’ waterproof fabric with signature straps and hardware details.   Open the coated full-length zip to find a spacious single main compartment – with plenty of room for clothing, tech and more for a work trip or a weekend getaway. Once packed, secure belongings via the silhouette’s side-mounted compression straps.    The design is finished with webbing carry handles, with comfort sleeve, and attachment rings for an included detachable shoulder strap.    Hilo Weekend Bag is cut from Rains’ signature waterproof PU fabric, engineered for carrying strength, durability, and a smooth feel. ","Waterproof signature PU fabric
Coated zip closure
Single main compartment
Side compression straps
Detachable adjustable webbing shoulder strap
Webbing carry straps with handle wrap",EUR,Drift / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-108_Drift.jpg?v=1731924800,Rains Hilo Weekend Bag Weekender 108 Drift,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-108_Drift-1.jpg?v=1731924801,Rains Hilo Weekend Bag Weekender 01 Black,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-108_Drift-2.jpg?v=1731924801,Rains Hilo Weekend Bag Weekender 47 Navy,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-3.jpg?v=1731924801,Rains Hilo Weekend Bag Weekender 03 Green,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-108_Drift-4.png?v=1731924801,Rains Hilo Weekend Bag Weekender 24 Sand,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-01_Black.jpg?v=1721811120,Rains Hilo Weekend Bag Weekender 13 Grey,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-01_Black-1.jpg?v=1721811119,Rains Hilo Weekend Bag Weekender 36 Bay,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-01_Black-2.jpg?v=1721811119,Rains Hilo Weekend Bag Weekender 37 Muse,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-01_Black-3.jpg?v=1721811119,Rains Hilo Weekend Bag Weekender 23 Frame,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-01_Black-4.jpg?v=1721811119,Rains Hilo Weekend Bag Weekender 63 Rust,Black / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-01_Black.jpg?v=1721811120,Navy / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-47_Navy-49.jpg?v=1721811216,Green / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-03_Green-6.jpg?v=1721811140,Sand / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-24_Sand-38.jpg?v=1721811182,Grey / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-13_Grey-27.jpg?v=1721811161,Bay / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-36_Bay-54.jpg?v=1722924850,Muse / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-37_Muse-42.jpg?v=1721811355,Frame / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-23_Frame-18.jpg?v=1721811354,Rust / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-63_Rust-60.jpg?v=1721811356,Khaki / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-44_Khaki-48.jpg?v=1721811354,Rains Hilo Weekend Bag Weekender 44 Khaki,Dune / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag-Weekender-14200-26_Dune-30.jpg?v=1721811354,Rains Hilo Weekend Bag Weekender 26 Dune
MSN Bag,Rains,https://www.rains.com//collections/bags/products/msn-bag,80.0," MSN Bag reinterprets the classic school backpack for city-ready wardrobes. Characterized by a minimalistic silhouette and flap with carabiner closure.   This bag features an internal laptop pocket, a spacious main compartment and finished off with snap compressions at opening and sides.    The laptop pocket fits a 15"" laptop with sleeve, making the MSN Bag a perfect computer-ready staple for everyday commutes.    MSN Bag is cut from Rains' signature PU fabric, engineered for carrying strength, durability and a smooth feel. ","Waterproof signature PU fabric
Flap with signature carabiner closure
Single main compartment
Padded pocket fits 15"" laptop
Snap compressions at opening
Sidemounted snap compression
Adjustable shoulder straps
Webbing carry handle",EUR,Black / One Size,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-44_Khaki-28.jpg?v=1721741610,Rains MSN Bag Backpacks 44 Khaki,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-44_Khaki-29.jpg?v=1721741610,Rains MSN Bag Backpacks 47 Navy,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-44_Khaki-30.jpg?v=1721741611,Rains MSN Bag Backpacks 03 Green,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-44_Khaki-31.jpg?v=1721741610,Rains MSN Bag Backpacks 24 Sand,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-32.jpg?v=1721741611,Rains MSN Bag Backpacks 13 Grey,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-44_Khaki-33.png?v=1721741611,Rains MSN Bag Backpacks 44 Khaki,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-01_Black-5.jpg?v=1721741360,Rains MSN Bag Backpacks 01 Black,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-01_Black-6.jpg?v=1721741360,Rains MSN Bag Backpacks 01 Black,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-01_Black-7.jpg?v=1721741360,Rains MSN Bag Backpacks 01 Black,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-8.jpg?v=1721741360,Rains MSN Bag Backpacks,Navy / One Size,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-47_Navy-33.jpg?v=1721741389,Green / One Size,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-03_Green-12.jpg?v=1721741360,Sand / One Size,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-24_Sand-26.jpg?v=1721741389,Grey / One Size,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-13_Grey-19.jpg?v=1721741360,Khaki / One Size,//www.rains.com/cdn/shop/files/MSN_Bag-Backpacks-13300-44_Khaki-28.jpg?v=1721741610,,,,,,,,,,,,,,
Hilo Weekend Bag Small,Rains,https://www.rains.com//collections/bags/products/weekend-bag-small,70.0," Hilo Weekend Bag Small is Rains’ take on the essential overnight bag – the smallest of three sizes.    Hilo Weekend Bag Small is a true favorite when traveling light. The design is clean and contemporary, balancing Rains’ waterproof fabric with signature strap and hardware details.    Open the coated full-length zip to find a spacious single main compartment – with room for clothing, tech and more. Once packed, secure belongings via the silhouette’s side-mounted compression straps.    The design is finished with webbing carry handles, with comfort sleeve, and attachment rings for an included detachable shoulder strap.    Hilo Weekend Bag Small is cut from Rains’ signature waterproof PU fabric, engineered for carrying strength, durability, and a smooth feel. ","Waterproof signature PU fabric
Coated zip closure
Single main compartment
Side compression straps
Detachable adjustable webbing shoulder strap
Webbing carry straps with handle wrap",EUR,Black / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-84_Black_Grain.jpg?v=1731924748,Rains Hilo Weekend Bag Small Weekender 84 Black Grain,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-84_Black_Grain-1.jpg?v=1731924747,Rains Hilo Weekend Bag Small Weekender 84 Black Grain,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-84_Black_Grain-2.jpg?v=1731924747,Rains Hilo Weekend Bag Small Weekender 47 Navy,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-3.jpg?v=1731924747,Rains Hilo Weekend Bag Small Weekender 29 Night,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-84_Black_Grain-4.png?v=1731924747,Rains Hilo Weekend Bag Small Weekender 37 Muse,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-01_Black.jpg?v=1721812874,Rains Hilo Weekend Bag Small Weekender 23 Frame,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-01_Black-1.jpg?v=1721812874,Rains Hilo Weekend Bag Small Weekender 26 Dune,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-01_Black-2.jpg?v=1721812874,Rains Hilo Weekend Bag Small Weekender 01 Black,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-01_Black-3.jpg?v=1721812874,Rains Hilo Weekend Bag Small Weekender 01 Black,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-01_Black-4.jpg?v=1721812874,Rains Hilo Weekend Bag Small Weekender,Black Grain / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-84_Black_Grain.jpg?v=1731924748,Navy / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-47_Navy-30.jpg?v=1721813181,Night / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-29_Night-22.jpg?v=1721812918,Muse / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-37_Muse-24.jpg?v=1721813181,Frame / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-23_Frame-12.jpg?v=1721813181,Dune / One Size,//www.rains.com/cdn/shop/files/Hilo_Weekend_Bag_Small-Weekender-14220-26_Dune-16.jpg?v=1721812898,,,,,,,,,,,,
Texel Duffel Bag,Rains,https://www.rains.com//collections/bags/products/duffel-bag,175.0," Texel Duffel Bag is a waterproof, high-function travel bag designed for traveling in any weather.    The Texel Duffel Bag is characterized by its tubular shape, large zip-opening for easy packing and wrap-around webbing straps.    Unzipping the main U-shaped flap reveals a large main compartment with a side mesh pocket. The flap’s underside is also equipped with two zipped mesh pockets.    Texel Duffel Bag features a concealed side pocket for passports, keys and other small essentials, a reinforced base for durability and stability, and side-mounted compression straps, helping to keep contents in place.    The Duffel can be carried in various ways via durable handle straps and adjustable padded backstraps -- both by foot and bike.   Texel Duffel Bag is cut in Rains’ signature waterproof PU fabric, engineered for carrying strength, durability, and a smooth feel. ","Waterproof signature PU fabric
Ushaped flap with zip closure
Single main compartment
Side zip pocket
Internal mesh pocket
Two underflap zipped mesh pockets
Reinforced base panel
Sidemounted compression straps
Adjustable padded backstraps
Padded carry handles",EUR,Black / One Size,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-13_Grey-18.jpg?v=1721804360,Rains Texel Duffel Bag Duffel 13 Grey,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-13_Grey-19.jpg?v=1721804361,Rains Texel Duffel Bag Duffel 03 Green,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-13_Grey-20.jpg?v=1721804360,Rains Texel Duffel Bag Duffel 13 Grey,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-13_Grey-21.jpg?v=1721804360,Rains Texel Duffel Bag Duffel 13 Grey,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-13_Grey-22.jpg?v=1721804359,Rains Texel Duffel Bag Duffel 13 Grey,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-23.jpg?v=1721804361,Rains Texel Duffel Bag Duffel,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-13_Grey-24.png?v=1721804361,Rains Texel Duffel Bag Duffel 13 Grey,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-01_Black-10.jpg?v=1721804320,Rains Texel Duffel Bag Duffel 01 Black,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-01_Black-11.jpg?v=1721804319,Rains Texel Duffel Bag Duffel 01 Black,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-01_Black-12.jpg?v=1721804319,Rains Texel Duffel Bag Duffel 01 Black,Green / One Size,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-03_Green-19.jpg?v=1721804341,Grey / One Size,//www.rains.com/cdn/shop/files/Texel_Duffel_Bag-Duffel-13490-13_Grey-18.jpg?v=1721804360,,,,,,,,,,,,,,,,,,,,
Rolltop Rucksack Large,Rains,https://www.rains.com//collections/bags/products/rolltop-rucksack-large,135.0," Rolltop Rucksack Large is a dependable city staple. The design interprets Rains' most iconic Rolltop Rucksack with larger proportions and additional functionality.   Rolltop Rucksack Large is carefully designed to keep precipitation out when traveling from point A to Z. To protect essentials from rain, fold the rolltop into a tight scroll and secure using the signature carabiner.    Open the rucksack to reveal a single main compartment. Exterior features include a side-access laptop pocket, front pocket with coated zipper and two side slip pockets.    Cycle-ready features include a front D-ring -- ideal for holding bike locks -- and a buckle-fastened chest strap for a secure ride-proof fit.   Rolltop Rucksack Large is cut from Rains' signature waterproof PU fabric, engineered for carrying strength, durability and a smooth feel. ","Waterproof signature PU fabric
Rolltop opening with snap compression and carabiner closure
Single main compartment
Front pocket with coated zip
Sideaccess slip pocket fits 16"" laptop
Two side slip pockets
Padded airmesh back panel
Adjustable compression shoulder straps
Webbing carry handle 
Adjustable chest strap",EUR,Revel / One Size,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-105_Revel.jpg?v=1731924398,Rains Rolltop Rucksack Large Backpacks 105 Revel,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-105_Revel-1.jpg?v=1731924397,Rains Rolltop Rucksack Large Backpacks 01 Black,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-105_Revel-2.jpg?v=1731924398,Rains Rolltop Rucksack Large Backpacks 03 Green,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-3.jpg?v=1731924398,Rains Rolltop Rucksack Large Backpacks 13 Grey,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-105_Revel-4.png?v=1731924398,Rains Rolltop Rucksack Large Backpacks 36 Bay,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-01_Black-5.jpg?v=1721827183,Rains Rolltop Rucksack Large Backpacks 01 Black,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-01_Black-6.jpg?v=1721827183,Rains Rolltop Rucksack Large Backpacks 01 Black,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-01_Black-7.jpg?v=1721827183,Rains Rolltop Rucksack Large Backpacks 01 Black,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-01_Black-8.jpg?v=1721827184,Rains Rolltop Rucksack Large Backpacks 01 Black,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-01_Black-9.jpg?v=1721827184,Rains Rolltop Rucksack Large Backpacks,Black / One Size,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-01_Black-5.jpg?v=1721827183,Green / One Size,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-03_Green-11.jpg?v=1721827200,Grey / One Size,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-13_Grey-18.jpg?v=1721827352,Bay / One Size,//www.rains.com/cdn/shop/files/Rolltop_Rucksack_Large-Backpacks-14590-36_Bay-12.jpg?v=1721827150,,,,,,,,,,,,,,,,
Texel Tech Bag,Rains,https://www.rains.com//collections/bags/products/texel-tech-bag,135.0," Texel Tech Bag is a functional waterproof laptop bag designed for short trips and commutes.    Unzip Texel Tech Bag to reveal a main compartment with a padded sleeve for 15” laptop, plus zip and mesh pockets for easy organization. Between those pockets and the main compartment sits a large zip pocket for small tablets and notebooks.   On the outside this waterproof tech bag features various zips and prominent front utility pockets, ideal for passports, chargers, and other small items. The design is finished with webbing carry handles and a detachable shoulder strap.    A back-mounted trolley sleeve, with zip pocket, allows the bag to be slid onto telescopic trolley handles for easy transportation.*    Texel Tech Bag is cut from Rains’ signature waterproof PU fabric, engineered for carrying strength, durability, and a smooth feel.   *Sized to fit Texel Cabin Trolley and Texel Cabin Bag. May not fit trolley bags from other manufacturers. ","Waterproof signature PU fabric
Zip closure
Divided main compartment
Padded sleeve fits 15"" laptop
Internal mesh pockets, zip pocket
Front zip pockets
Detachable adjustable webbing shoulder strap
Webbing carry straps with handle wrap
Trolley sleeve with zip pocket",EUR,Black / One Size,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-01_Black.jpg?v=1721817280,Rains Texel Tech Bag Laptop bag 01 Black,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-01_Black-1.jpg?v=1721817280,Rains Texel Tech Bag Laptop bag 03 Green,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-01_Black-2.jpg?v=1721817280,Rains Texel Tech Bag Laptop bag 01 Black,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-01_Black-3_ddf28fba-d07f-489a-aed1-3d9485e3974e.jpg?v=1722330698,Rains Texel Tech Bag Laptop bag 01 Black,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-01_Black-4_0519f3a8-d8be-41f7-a285-7dea67ab891e.jpg?v=1722330697,Rains Texel Tech Bag Laptop bag 01 Black,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-01_Black-4.jpg?v=1721817280,Rains Texel Tech Bag Laptop bag,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-01_Black-5.jpg?v=1721817280,Rains Texel Tech Bag Laptop bag,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-01_Black-3.jpg?v=1721817281,Rains Texel Tech Bag Laptop bag 01 Black,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-01_Black-8.jpg?v=1722330698,Rains Texel Tech Bag Laptop bag 01 Black,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-01_Black-9.jpg?v=1722330698,Rains Texel Tech Bag Laptop bag 01 Black,Green / One Size,//www.rains.com/cdn/shop/files/Texel_Tech_Bag-Laptop_bag-14250-03_Green-7.jpg?v=1721817297,,,,,,,,,,,,,,,,,,,,,,
Book Daypack,Rains,https://www.rains.com//collections/bags/products/book-daypack,110.0," Book Daypack is a minimal silhouette in campus-ready proportions. Design is characterized by its curved top and sharp base.    This waterproof rucksack features a spacious main compartment with an internal padded pocket. Design is finished off with a large front zip pocket with easy access.   The laptop pocket fits a 15"" laptop, making the Book Daypack a computer-ready staple for campus or work.   Book Daypack is cut from Rains' signature PU fabric, engineered for carrying strength, durability and a smooth feel. ","Coated zip closure
Single main compartment
Front zip pocket
Padded pocket fits 15” laptop
Padded mesh back panel
Adjustable padded backstraps 
Webbing carry handle",EUR,Black / One Size,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-44_Khaki-24.jpg?v=1721737968,Rains Book Daypack Backpacks 44 Khaki,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-44_Khaki-25.jpg?v=1721737968,Rains Book Daypack Backpacks 47 Navy,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-44_Khaki-26.jpg?v=1721737969,Rains Book Daypack Backpacks 03 Green,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-44_Khaki-27.jpg?v=1721737968,Rains Book Daypack Backpacks 24 Sand,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-28.jpg?v=1721737971,Rains Book Daypack Backpacks 13 Grey,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-44_Khaki-29.png?v=1721737969,Rains Book Daypack Backpacks 44 Khaki,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-01_Black-5.jpg?v=1721737611,Rains Book Daypack Backpacks 01 Black,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-01_Black-6.jpg?v=1721737610,Rains Book Daypack Backpacks 01 Black,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-01_Black-7.jpg?v=1721737611,Rains Book Daypack Backpacks 01 Black,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-01_Black-8.jpg?v=1721737611,Rains Book Daypack Backpacks 01 Black,Navy / One Size,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-47_Navy-28.jpg?v=1721737672,Green / One Size,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-03_Green-10.jpg?v=1721737636,Sand / One Size,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-24_Sand-22.jpg?v=1721737672,Grey / One Size,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-13_Grey-16.jpg?v=1721737635,Khaki / One Size,//www.rains.com/cdn/shop/files/Book_Daypack-Backpacks-13260-44_Khaki-24.jpg?v=1721737968,,,,,,,,,,,,,,
Texel Tote Backpack,Rains,https://www.rains.com//collections/bags/products/texel-tote-backpack,135.0," Texel Tote Backpack is a hybrid utility bag with padded laptop sleeve designed for short travels. Design is cut from waterproof PU fabric, designed to repel rain.   Texel Tote Backpack doubles as a waterproof tote and backpack, worn via integrated padded backstraps. Unzip the bag to reveal a spacious main compartment with mesh and zip pockets and a padded laptop sleeve for 15"" laptops.    On the outside, two front utility pockets are ideal for passports, chargers, and other small items. The design is finished with webbing carry handles and side compression straps.    A back-mounted trolley sleeve, with zip pocket, allows the bag to be slid onto telescopic trolley handles for easy transportation.*    Texel Tote Backpack is cut from Rains’ signature waterproof PU fabric, engineered for carrying strength, durability, and a smooth feel.   *Sized to fit Texel Cabin Trolley and Texel Cabin Bag. May not fit trolley bags from other manufacturers. ","Waterproof signature PU fabric
Zip closure
Divided main compartment
Padded sleeve fits 15"" laptop
Internal mesh pockets and zip pocket
Front zip pockets
Webbing carry straps with handle wrap
Trolley sleeve with zip pocket",EUR,Drift / One Size,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-108_Drift.jpg?v=1731924471,Rains Texel Tote Backpack Backpacks 108 Drift,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-108_Drift-1.jpg?v=1731924471,Rains Texel Tote Backpack Backpacks 01 Black,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-108_Drift-2.jpg?v=1731924470,Rains Texel Tote Backpack Backpacks 03 Green,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-3.jpg?v=1731924471,Rains Texel Tote Backpack Backpacks 13 Grey,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-108_Drift-4.png?v=1731924471,Rains Texel Tote Backpack Backpacks 108 Drift,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-01_Black.jpg?v=1721816864,Rains Texel Tote Backpack Backpacks 01 Black,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-01_Black-1.jpg?v=1721816863,Rains Texel Tote Backpack Backpacks 01 Black,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-01_Black-2.jpg?v=1721816863,Rains Texel Tote Backpack Backpacks 01 Black,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-01_Black-3.jpg?v=1721816864,Rains Texel Tote Backpack Backpacks 01 Black,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-01_Black-4.jpg?v=1721816864,Rains Texel Tote Backpack Backpacks,Black / One Size,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-01_Black.jpg?v=1721816864,Green / One Size,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-03_Green-8.jpg?v=1721816888,Grey / One Size,//www.rains.com/cdn/shop/files/Texel_Tote_Backpack-Backpacks-14240-13_Grey.jpg?v=1721816908,,,,,,,,,,,,,,,,,,
